Título,Idioma,Extensión,Colección,link_descarga,link_epub,image_url,enlace_drive_exp
"El duende de la corte, o Memorias de un fraile : novela histórica original",Español,Tocho apasionante,Literatura del Siglo XIX,http://bdh-rd.bne.es/high.raw?id=0000191113&name=00000001.epub&attachment=El%20duende%20de%20la%20corte%2C%20o%20Memorias%20de%20un%20fraile%20%3A%20novela%20hist%C3%B3rica%20original.epub,https://bdh-rd.bne.es/epub.vm?id=0000191113&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000191113&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1seFO43-PnJMWEfopnUKy6h22mUhnIigX
Un año entre los salvajes : viajes y aventuras del doctor Smith,Español,Lectura cómoda,Viajes,http://bdh-rd.bne.es/high.raw?id=0000191110&name=00000001.epub&attachment=Un%20a%C3%B1o%20entre%20los%20salvajes%20%3A%20viajes%20y%20aventuras%20del%20doctor%20Smith.epub,https://bdh-rd.bne.es/epub.vm?id=0000191110&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000191110&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1BwNxfgJaS2DNC4pGIvTzfw9tW5_c9PH0
Berruguete y su obra,Español,Lectura sustanciosa,Historia del Arte,http://bdh-rd.bne.es/high.raw?id=0000253068&name=00000001.epub&attachment=Berruguete%20y%20su%20obra.epub,https://bdh-rd.bne.es/epub.vm?id=0000253068&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000253068&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1wHjRsbYnb1_lQS-aIH-SegwT_eQklu8W
"Álbum infantil : cuentos, máximas y enseñanzas en prosa y verso",Español,Lectura rápida,Literatura del Siglo XIX,http://bdh-rd.bne.es/high.raw?id=0000236217&name=00000001.epub&attachment=%C3%81lbum%20infantil%20%3A%20cuentos%2C%20m%C3%A1ximas%20y%20ense%C3%B1anzas%20en%20prosa%20y%20verso.epub,https://bdh-rd.bne.es/epub.vm?id=0000236217&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000236217&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1EYCWoxhibIBsS50UCA30Q0JB_9ZxVDSf
"Álbum infantil : cuentos, máximas y enseñanzas en prosa y verso",Español,Lectura rápida,Literatura del Siglo XIX,http://bdh-rd.bne.es/high.raw?id=0000236217&name=00000001.epub&attachment=%C3%81lbum%20infantil%20%3A%20cuentos%2C%20m%C3%A1ximas%20y%20ense%C3%B1anzas%20en%20prosa%20y%20verso.epub,https://bdh-rd.bne.es/epub.vm?id=0000236217&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000236217&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1EYCWoxhibIBsS50UCA30Q0JB_9ZxVDSf
"Cien sonetos políticos, filosóficos, biográficos, amorosos, tristes y alegres",Español,Lectura cómoda,Literatura del Siglo XIX,http://bdh-rd.bne.es/high.raw?id=0000109814&name=00000001.epub&attachment=Cien%20sonetos%20pol%C3%ADticos%2C%20filos%C3%B3ficos%2C%20biogr%C3%A1ficos%2C%20amorosos%2C%20tristes%20y%20alegres.epub,https://bdh-rd.bne.es/epub.vm?id=0000109814&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000109814&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1r2lgg6AwWw4Ps0G4alSZlG0mm9E-1sNr
"Doce reales de prosa y algunos versos gratis colección de cuentos, novelas, artículos varios y poesías",Español,Lectura sustanciosa,Literatura del Siglo XIX,http://bdh-rd.bne.es/high.raw?id=0000244259&name=00000001.epub&attachment=Doce%20reales%20de%20prosa%20y%20algunos%20versos%20gratis%20colecci%C3%B3n%20de%20cuentos%2C%20novelas%2C%20art%C3%ADculos%20varios%20y%20poes%C3%ADas.epub,https://bdh-rd.bne.es/epub.vm?id=0000244259&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000244259&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1PsvRXRkKIirQdvW5UYO9vLg3aVMnSs3_
"Veladas de invierno : poemas, leyendas y fábulas",Español,Lectura cómoda,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000200576&name=00000001.epub&attachment=Veladas%20de%20invierno%20%3A%20poemas%2C%20leyendas%20y%20f%C3%A1bulas.epub,https://bdh-rd.bne.es/epub.vm?id=0000200576&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000200576&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1tml4Q_VPmlASnyh2h9vmKCbbVPhzmwXi
Veladas de otoño leyendas y poemas,Español,Lectura cómoda,Literatura del Siglo XIX,http://bdh-rd.bne.es/high.raw?id=0000245703&name=00000001.epub&attachment=Veladas%20de%20oto%C3%B1o%20leyendas%20y%20poemas.epub,https://bdh-rd.bne.es/epub.vm?id=0000245703&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000245703&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=19c6DnKV-t1HBiTGhbjpMmf4n_6KY9dRQ
Marta y María : novela de costumbres,Español,Lectura sustanciosa,Literatura del Siglo XIX,http://bdh-rd.bne.es/high.raw?id=0000251367&name=00000001.epub&attachment=Marta%20y%20Mar%C3%ADa%20%3A%20novela%20de%20costumbres.epub,https://bdh-rd.bne.es/epub.vm?id=0000251367&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000251367&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1Q2XbWnplrqEBaX23FevPw2iKLlZ672Ox
Las mejores tradiciones peruanas,Español,Lectura sustanciosa,Historia de América,http://bdh-rd.bne.es/high.raw?id=0000122537&name=00000001.epub&attachment=Las%20mejores%20tradiciones%20peruanas.epub,https://bdh-rd.bne.es/epub.vm?id=0000122537&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000122537&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1cJiHpfJF_sesO7n5oAAl1TR4Rt3P-1BC
Biografía de los Reyes de España desde Ataulfo hasta D. Alfonso XII inclusive,Español,Lectura rápida,Biografías,http://bdh-rd.bne.es/high.raw?id=0000211066&name=00000001.epub&attachment=Biograf%C3%ADa%20de%20los%20Reyes%20de%20Espa%C3%B1a%20desde%20Ataulfo%20hasta%20D.%20Alfonso%20XII%20inclusive.epub,https://bdh-rd.bne.es/epub.vm?id=0000211066&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000211066&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=15bOvT5LH-Q41_eqkoqD_t_napa6tYY46
Alarcón : estudio biográfico,Español,Lectura rápida,Biografías,http://bdh-rd.bne.es/high.raw?id=0000201134&name=00000001.epub&attachment=Alarc%C3%B3n%20%3A%20estudio%20biogr%C3%A1fico.epub,https://bdh-rd.bne.es/epub.vm?id=0000201134&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000201134&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1jWJObCQ8JGmndcigK0CIxPib2x29XnUC
Alarcón : estudio biográfico,Español,Lectura rápida,Biografías,http://bdh-rd.bne.es/high.raw?id=0000201134&name=00000001.epub&attachment=Alarc%C3%B3n%20%3A%20estudio%20biogr%C3%A1fico.epub,https://bdh-rd.bne.es/epub.vm?id=0000201134&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000201134&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1jWJObCQ8JGmndcigK0CIxPib2x29XnUC
Alarcón : estudio biográfico,Español,Lectura rápida,Biografías,http://bdh-rd.bne.es/high.raw?id=0000201134&name=00000001.epub&attachment=Alarc%C3%B3n%20%3A%20estudio%20biogr%C3%A1fico.epub,https://bdh-rd.bne.es/epub.vm?id=0000201134&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000201134&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1jWJObCQ8JGmndcigK0CIxPib2x29XnUC
Alarcón : estudio biográfico,Español,Lectura rápida,Colección Mujer,http://bdh-rd.bne.es/high.raw?id=0000201134&name=00000001.epub&attachment=Alarc%C3%B3n%20%3A%20estudio%20biogr%C3%A1fico.epub,https://bdh-rd.bne.es/epub.vm?id=0000201134&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000201134&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1jWJObCQ8JGmndcigK0CIxPib2x29XnUC
Alarcón : estudio biográfico,Español,Lectura rápida,Colección Mujer,http://bdh-rd.bne.es/high.raw?id=0000201134&name=00000001.epub&attachment=Alarc%C3%B3n%20%3A%20estudio%20biogr%C3%A1fico.epub,https://bdh-rd.bne.es/epub.vm?id=0000201134&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000201134&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1jWJObCQ8JGmndcigK0CIxPib2x29XnUC
Alarcón : estudio biográfico,Español,Lectura rápida,Colección Mujer,http://bdh-rd.bne.es/high.raw?id=0000201134&name=00000001.epub&attachment=Alarc%C3%B3n%20%3A%20estudio%20biogr%C3%A1fico.epub,https://bdh-rd.bne.es/epub.vm?id=0000201134&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000201134&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1jWJObCQ8JGmndcigK0CIxPib2x29XnUC
La dama joven,Español,Lectura sustanciosa,Colección Mujer,http://bdh-rd.bne.es/high.raw?id=0000076345&name=00000001.epub&attachment=La%20dama%20joven.epub,https://bdh-rd.bne.es/epub.vm?id=0000076345&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000076345&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1aHGitd_ofFpzMpF4Kpa3BoPDjT8Z0fiw
La dama joven,Español,Lectura sustanciosa,Colección Mujer,http://bdh-rd.bne.es/high.raw?id=0000076345&name=00000001.epub&attachment=La%20dama%20joven.epub,https://bdh-rd.bne.es/epub.vm?id=0000076345&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000076345&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1aHGitd_ofFpzMpF4Kpa3BoPDjT8Z0fiw
La dama joven,Español,Lectura sustanciosa,Literatura del Siglo XIX,http://bdh-rd.bne.es/high.raw?id=0000076345&name=00000001.epub&attachment=La%20dama%20joven.epub,https://bdh-rd.bne.es/epub.vm?id=0000076345&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000076345&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1aHGitd_ofFpzMpF4Kpa3BoPDjT8Z0fiw
La dama joven,Español,Lectura sustanciosa,Literatura del Siglo XIX,http://bdh-rd.bne.es/high.raw?id=0000076345&name=00000001.epub&attachment=La%20dama%20joven.epub,https://bdh-rd.bne.es/epub.vm?id=0000076345&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000076345&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1aHGitd_ofFpzMpF4Kpa3BoPDjT8Z0fiw
De mi tierra,Español,Lectura sustanciosa,Literatura del Siglo XIX,http://bdh-rd.bne.es/high.raw?id=0000201051&name=00000001.epub&attachment=De%20mi%20tierra.epub,https://bdh-rd.bne.es/epub.vm?id=0000201051&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000201051&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1_g_m5-3FwqT5Ilr-OLIl4JPZcBfr9JXB
La madre naturaleza : (2ª parte de Los pazos de Ulloa),Español,Lectura cómoda,Colección Mujer,http://bdh-rd.bne.es/high.raw?id=0000146774&name=00000001.epub&attachment=La%20madre%20naturaleza%20%3A%20%282%C2%AA%20parte%20de%20Los%20pazos%20de%20Ulloa%29.epub,https://bdh-rd.bne.es/epub.vm?id=0000146774&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000146774&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1t0vEbwtxBz3pG9ErlrwvJBKrr991Qshz
La madre naturaleza : (2ª parte de Los pazos de Ulloa),Español,Lectura cómoda,Colección Mujer,http://bdh-rd.bne.es/high.raw?id=0000146774&name=00000001.epub&attachment=La%20madre%20naturaleza%20%3A%20%282%C2%AA%20parte%20de%20Los%20pazos%20de%20Ulloa%29.epub,https://bdh-rd.bne.es/epub.vm?id=0000146774&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000146774&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1t0vEbwtxBz3pG9ErlrwvJBKrr991Qshz
La madre naturaleza : (2ª parte de Los pazos de Ulloa),Español,Lectura cómoda,Literatura del Siglo XIX,http://bdh-rd.bne.es/high.raw?id=0000146774&name=00000001.epub&attachment=La%20madre%20naturaleza%20%3A%20%282%C2%AA%20parte%20de%20Los%20pazos%20de%20Ulloa%29.epub,https://bdh-rd.bne.es/epub.vm?id=0000146774&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000146774&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1t0vEbwtxBz3pG9ErlrwvJBKrr991Qshz
La madre naturaleza : (2ª parte de Los pazos de Ulloa),Español,Lectura cómoda,Literatura del Siglo XIX,http://bdh-rd.bne.es/high.raw?id=0000146774&name=00000001.epub&attachment=La%20madre%20naturaleza%20%3A%20%282%C2%AA%20parte%20de%20Los%20pazos%20de%20Ulloa%29.epub,https://bdh-rd.bne.es/epub.vm?id=0000146774&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000146774&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1t0vEbwtxBz3pG9ErlrwvJBKrr991Qshz
"Los pazos de Ulloa : novela original, precedida de unos apuntes autobiográficos",Español,Lectura sustanciosa,Colección Mujer,http://bdh-rd.bne.es/high.raw?id=0000193140&name=00000001.epub&attachment=Los%20pazos%20de%20Ulloa%20%3A%20novela%20original%2C%20precedida%20de%20unos%20apuntes%20autobiogr%C3%A1ficos.epub,https://bdh-rd.bne.es/epub.vm?id=0000193140&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000193140&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1Vi3uR6bTXTyLtKlaHUTnuwFq_pRs6OJ1
"Los pazos de Ulloa : novela original, precedida de unos apuntes autobiográficos",Español,Lectura sustanciosa,Colección Mujer,http://bdh-rd.bne.es/high.raw?id=0000193140&name=00000001.epub&attachment=Los%20pazos%20de%20Ulloa%20%3A%20novela%20original%2C%20precedida%20de%20unos%20apuntes%20autobiogr%C3%A1ficos.epub,https://bdh-rd.bne.es/epub.vm?id=0000193140&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000193140&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1Vi3uR6bTXTyLtKlaHUTnuwFq_pRs6OJ1
"Los pazos de Ulloa : novela original, precedida de unos apuntes autobiográficos",Español,Lectura sustanciosa,Literatura del Siglo XIX,http://bdh-rd.bne.es/high.raw?id=0000193140&name=00000001.epub&attachment=Los%20pazos%20de%20Ulloa%20%3A%20novela%20original%2C%20precedida%20de%20unos%20apuntes%20autobiogr%C3%A1ficos.epub,https://bdh-rd.bne.es/epub.vm?id=0000193140&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000193140&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1Vi3uR6bTXTyLtKlaHUTnuwFq_pRs6OJ1
"Los pazos de Ulloa : novela original, precedida de unos apuntes autobiográficos",Español,Lectura sustanciosa,Literatura del Siglo XIX,http://bdh-rd.bne.es/high.raw?id=0000193140&name=00000001.epub&attachment=Los%20pazos%20de%20Ulloa%20%3A%20novela%20original%2C%20precedida%20de%20unos%20apuntes%20autobiogr%C3%A1ficos.epub,https://bdh-rd.bne.es/epub.vm?id=0000193140&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000193140&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1Vi3uR6bTXTyLtKlaHUTnuwFq_pRs6OJ1
San Francisco de Asís (siglo XIII),Español,Tocho apasionante,Religión y Mística,http://bdh-rd.bne.es/high.raw?id=0000008212&name=00000001.epub&attachment=San%20Francisco%20de%20As%C3%ADs%20%28siglo%20XIII%29.epub,https://bdh-rd.bne.es/epub.vm?id=0000008212&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000008212&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1XcgmYFsPd48dvgsvh8UHyOj09H4B6Tna
Un viaje de novios,Español,Tocho apasionante,Colección Mujer,http://bdh-rd.bne.es/high.raw?id=0000108684&name=00000001.epub&attachment=Un%20viaje%20de%20novios.epub,https://bdh-rd.bne.es/epub.vm?id=0000108684&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000108684&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1JU1aY_ZklWGV5sEH1TXXBo32TSa1Likp
Un viaje de novios,Español,Tocho apasionante,Colección Mujer,http://bdh-rd.bne.es/high.raw?id=0000108684&name=00000001.epub&attachment=Un%20viaje%20de%20novios.epub,https://bdh-rd.bne.es/epub.vm?id=0000108684&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000108684&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1JU1aY_ZklWGV5sEH1TXXBo32TSa1Likp
Un viaje de novios,Español,Tocho apasionante,Literatura del Siglo XIX,http://bdh-rd.bne.es/high.raw?id=0000108684&name=00000001.epub&attachment=Un%20viaje%20de%20novios.epub,https://bdh-rd.bne.es/epub.vm?id=0000108684&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000108684&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1JU1aY_ZklWGV5sEH1TXXBo32TSa1Likp
Un viaje de novios,Español,Tocho apasionante,Literatura del Siglo XIX,http://bdh-rd.bne.es/high.raw?id=0000108684&name=00000001.epub&attachment=Un%20viaje%20de%20novios.epub,https://bdh-rd.bne.es/epub.vm?id=0000108684&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000108684&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1JU1aY_ZklWGV5sEH1TXXBo32TSa1Likp
La escultura antigua,Español,Lectura sustanciosa,Historia del Arte,http://bdh-rd.bne.es/high.raw?id=0000191147&name=00000001.epub&attachment=La%20escultura%20antigua.epub,https://bdh-rd.bne.es/epub.vm?id=0000191147&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000191147&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1WTYl2sOSqQGTlPEkKvdd38TzyS-6xMGQ
"Menéndez y Pelayo, historiador de la literatura española",Español,Lectura rápida,Biografías,http://bdh-rd.bne.es/high.raw?id=0000076075&name=00000001.epub&attachment=Men%C3%A9ndez%20y%20Pelayo%2C%20historiador%20de%20la%20literatura%20espa%C3%B1ola.epub,https://bdh-rd.bne.es/epub.vm?id=0000076075&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000076075&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1r4DpAwrBqQwvcvOv8StIW2r9FWa3x95r
El fistol del diablo novela de costumbres mexicanas,Español,Tocho apasionante,Literatura del Siglo XIX,http://bdh-rd.bne.es/high.raw?id=0000013604&name=00000001.epub&attachment=El%20fistol%20del%20diablo%20novela%20de%20costumbres%20mexicanas.epub,https://bdh-rd.bne.es/epub.vm?id=0000013604&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000013604&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=16EzktMcWkwHR6u8zFciWbWcUHpruNWag
Memorias e impresiones de un viaje a Inglaterra y Escocia,Español,Tocho apasionante,Viajes,http://bdh-rd.bne.es/high.raw?id=0000098049&name=00000001.epub&attachment=Memorias%20e%20impresiones%20de%20un%20viaje%20a%20Inglaterra%20y%20Escocia.epub,https://bdh-rd.bne.es/epub.vm?id=0000098049&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000098049&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1pO0bdNhgpb3QrBzBUa7LnqZCuFBA9ZHB
Sueños y nubes : colección de novelas,Español,Lectura sustanciosa,Literatura del Siglo XIX,http://bdh-rd.bne.es/high.raw?id=0000097703&name=00000001.epub&attachment=Sue%C3%B1os%20y%20nubes%20%3A%20colecci%C3%B3n%20de%20novelas.epub,https://bdh-rd.bne.es/epub.vm?id=0000097703&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000097703&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1syq5DPzf5e8-meJMMk8ur8MYh8zSJA2x
"Orientaciones musicales [conferencias, artículos, crónicas, cartas, etc., de arte] : (1892-1902)",Español,Lectura cómoda,Historia del Arte,http://bdh-rd.bne.es/high.raw?id=0000073717&name=00000001.epub&attachment=Orientaciones%20musicales%20%5Bconferencias%2C%20art%C3%ADculos%2C%20cr%C3%B3nicas%2C%20cartas%2C%20etc.%2C%20de%20arte%5D%20%3A%20%281892-1902%29.epub,https://bdh-rd.bne.es/epub.vm?id=0000073717&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000073717&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1Po0IoqcgOwNQSoMj6CznZzLJ58Dj1vpN
"Tomás Luis de Victoria abulense : biografía, bibliografía, significado estético de todas sus obras de arte polifónico-religioso",Español,Lectura cómoda,Biografías,http://bdh-rd.bne.es/high.raw?id=0000124500&name=00000001.epub&attachment=Tom%C3%A1s%20Luis%20de%20Victoria%20abulense%20%3A%20biograf%C3%ADa%2C%20bibliograf%C3%ADa%2C%20significado%20est%C3%A9tico%20de%20todas%20sus%20obras%20de%20arte%20polif%C3%B3nico-religioso.epub,https://bdh-rd.bne.es/epub.vm?id=0000124500&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000124500&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=11Wll0Ae0DpjGySErbdePrG2xYYAAIt2x
Al primer vuelo,Español,Lectura sustanciosa,Literatura del Siglo XIX,http://bdh-rd.bne.es/high.raw?id=0000204533&name=00000001.epub&attachment=Al%20primer%20vuelo.epub,https://bdh-rd.bne.es/epub.vm?id=0000204533&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000204533&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1QYbZAXIgz403NCuhFZEa9emPLkmdy2By
Al primer vuelo,Español,Lectura sustanciosa,Literatura del Siglo XIX,http://bdh-rd.bne.es/high.raw?id=0000204533&name=00000001.epub&attachment=Al%20primer%20vuelo.epub,https://bdh-rd.bne.es/epub.vm?id=0000204533&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000204533&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1QYbZAXIgz403NCuhFZEa9emPLkmdy2By
Peñas arriba,Español,Tocho apasionante,Literatura del Siglo XIX,http://bdh-rd.bne.es/high.raw?id=0000091890&name=00000001.epub&attachment=Pe%C3%B1as%20arriba.epub,https://bdh-rd.bne.es/epub.vm?id=0000091890&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000091890&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1RjgO5KNhVlqVnsWDbDA6ft5x812tmSPr
